22867,19917,14630
30170,16226,2874
19387,19387,28354
20284,28438,11434
17431,4274,19596
320,8698,23216
22891,19473,12131
16516,22908,22321
22148,8698,30049
16226,22882,3377
8851,19850,10296
30008,6061,14524
23844,22148,13870
9222,18866,2677
6399,3882,27257
17892,17892,25345
4242,13810,9728
24857,24082,27847
26259,4274,8371
24082,29985,26876
20789,5849,20014
27343,23426,17000
4274,4274,2372
5651,27361,5318
24960,8698,14055
6165,18683,10909
17285,8103,28597
2372,6165,23824
13727,24065,30896
320,30049,13937
30049,5774,21548
30049,2801,24460
22867,18280,18526
5651,5774,10103
31395,29985,15659
17295,9728,1720
22116,8845,17099
24082,22908,28438
2324,21548,27074
25726,4833,1325
6399,14660,16622
11652,19850,28335
14561,27088,5555
11289,19237,26600
6215,14679,7870
11055,4274,13166
8893,22882,271
30049,24460,28318
4397,22882,2097
18410,1428,30622
8477,6215,626
31400,2672,15193
21548,2219,2607
21998,19387,12335
25316,13944,17065
16516,27198,5784
30049,27088,5898
626,6531,18738
20430,718,5711
1191,10048,29653
626,11816,130
19850,14660,24736
19473,18301,30782
2324,5021,20113
1325,23232,21094
24082,18876,1268
13948,5774,17411
4274,19917,15850
320,13810,30207
3264,1857,5126
31400,626,10443
1857,1857,24174
20162,14679,27293
25292,1857,17082
18448,4071,29399
19885,11338,24361
3264,14679,7626
5651,1375,14409
24460,16737,26114
11652,16226,22042
12616,4274,8671
4040,19018,9141
25430,23232,8854
11798,14524,29738
5651,13119,796
23104,26549,29304
17431,17139,31199
5651,30170,5639
6399,9990,6165
6958,25987,17500
24960,1612,27811
9141,14679,22316
13948,10629,27104
22867,28354,21925
27088,25391,31464
23232,12542,30044
5651,19850,9381
8477,5651,9720
11652,14679,26677
10246,22148,16217
4189,7846,31100
1720,23387,14766
8601,8698,12925
20825,10048,28129
2372,24082,1191
28889,7870,27558
10048,26401,31217
5774,779,10946
31400,23660,15976
4242,4722,15493
29715,14036,2216
5651,22552,15053
6196,18526,12127
10629,8698,26310
13948,26282,16070
26254,23232,3417
27088,4274,23519
16516,22882,1153
5651,6165,17622
24960,4722,13345
24960,15493,17367
27500,31464,27103
9728,626,7313
320,19850,25430
18726,18301,9921
24960,22148,2034
4274,24065,4199
27461,8698,6208
6399,1174,9593
16516,6399,20825
2582,19850,17408
23232,27461,15412
31400,20612,21349
17000,10103,12948
16107,26549,13245
5651,16920,23153
20793,25883,25892
27827,14679,13302
16622,11042,11278
13810,8845,10391
3883,28438,25575
1857,6621,17952
9728,7607,12410
21967,26876,2956
23232,25740,15037
320,4242,4196
5639,14679,13241
17298,11438,30590
4722,4722,31510
12335,22116,27147
10048,17411,10389
27088,1857,17507
23844,25292,21971
27343,10909,24750
13810,10391,31572
3818,31400,26646
24960,4242,6958
23232,21709,9550
2956,23153,26959
17295,17295,20162
18130,19018,5822
23660,30095,1064
28438,25391,13500
6208,23489,2783
20297,19010,26328
23232,23153,8940
19018,8845,16606
23660,4071,15802
27198,17099,8321
17099,14066,29477
1325,31510,14702
6399,24750,25199
10246,26532,2991
9381,7846,6753
18130,27088,505
2297,18301,6077
27257,31400,12013
1024,24082,29336
6294,25892,19740
23232,24770,5429
13500,19387,22213
2324,23895,15034
10048,24460,912
5784,9990,2832
16778,24082,26674
5651,29130,28347
9541,23660,22209
13944,8845,4282
13093,22882,31046
5822,4722,1148
25726,2861,4369
4242,20162,6330
3417,6399,12976
9541,24082,21609
27257,14679,26582
14679,26825,9401
9728,4242,10867
16981,22148,8477
30877,11514,2509
5890,19850,25651
10048,26674,8729
23947,6165,25883
3818,9381,22004
27558,18301,30047
2523,19387,13687
13948,17408,21047
1064,24460,11977
24960,18130,29344
16981,31442,11930
15662,22908,769
26668,13944,5887
25292,9990,2801
20162,25391,18280
6208,6621,16218
28849,27104,23252
626,17507,324
13093,19850,5838
5774,9990,29342
17507,23216,21529
18526,18669,5284
769,2801,12019
18130,18448,9115
22882,18876,12428
18280,2672,2068
15051,14055,21022
20755,27104,12688
21094,8698,13178
23232,31046,28875
1375,27461,4916
4040,20793,7305
23232,10391,15280
2372,19018,11816
2801,27088,10200
9141,8698,6729
13948,25883,18346
27847,27847,15421
23107,30821,9258
12502,11289,27156
23232,14066,27903
30008,30995,30595
6196,9965,15500
7146,14679,13034
15874,7846,29655
26154,18301,12321
21548,25391,7497
14974,18301,26510
17408,17408,23587
17295,13727,30781
22148,15874,13727
26700,6958,25740
10048,16778,21332
28458,28458,25619
5651,15662,24948
26249,17295,23648
9541,24065,25630
17065,13944,18699
29655,31442,21665
22148,12492,23713
5651,18346,26401
25292,26668,7572
18130,21967,14002
6165,19387,2093
10736,10736,30079
26582,4722,9433
1325,4242,25421
25391,30595,13070
26282,24065,672
22557,17622,11891
8049,22882,2533
4916,4916,10828
4199,13944,12904
31324,6165,8447
1325,22552,429
21548,24460,10973
24082,21529,21479
14055,10391,29762
2324,19850,1783
23232,28603,718
14409,23660,19642
13727,24082,7200
4916,320,31684
14679,27104,14042
10629,24065,23406
6399,27293,27557
626,6162,11796
24960,15239,4490
22148,17503,9206
8477,8698,10804
320,6753,15842
13810,18301,2300
19850,20001,21219
24960,25619,4504
18130,6165,371
19010,8851,10412
9141,779,483
10048,27847,24125
22908,10629,16749
1612,29762,4772
23232,30995,20360
18130,18130,12492
7768,27500,29180
9534,23713,9715
10629,4722,28423
26668,5822,2371
21041,11596,5450
2801,8854,4883
24082,6165,1428
6061,19387,8807
18346,25883,23654
1783,6531,17007
6165,14679,6832
17295,4242,14660
23824,8321,12051
23426,22908,21967
2300,1428,22103
5651,30049,7523
8601,13727,5325
24960,9115,21911
2372,27088,11338
20859,21609,20724
24082,24460,5882
6531,21219,2703
17408,9990,16875
28354,16778,12602
1191,18876,15340
8477,18301,20859
20297,2324,15284
16622,24960,20339
26282,7523,29768
10048,10178,29058
20297,4242,5524
16052,16606,28719
21609,25391,17545
2756,25883,17957
13810,9990,11514
24960,17295,6215
20864,19387,24268
2034,27088,9022
17139,8698,14317
27198,24573,17987
24736,27088,11900
5651,6061,29333
371,21967,1870
3264,6165,16918
6167,25391,21709
26668,11338,10209
20612,9258,5285
24736,20793,4651
7200,22998,21246
6192,24920,8983
28849,28849,18638
25377,31517,18492
15874,14213,25013
14660,8698,25017
18526,1889,1768
16226,29477,16338
9550,9990,9895
25292,6165,19010
16052,21219,13381
23947,4722,694
10135,10135,14580
6399,17408,9511
10246,14679,29529
1191,8698,15018
28354,20943,13834
27343,25391,8103
5774,626,14614
19850,19850,5710
4242,27198,29985
19473,15493,5206
10990,9022,26584
6531,25883,7192
26700,8698,13865
22882,19387,4830
31046,10629,2821
24361,24065,7362
8729,24065,22387
27461,5849,26480
13884,13884,28064
29344,4242,5777
7176,14679,20569
4772,14055,13057
6208,16226,22769
30049,10736,17536
17295,20162,20789
4242,19917,17962
9728,19387,12914
17182,2671,18228
29513,22908,5354
15886,13604,2081
13727,22882,30233
12418,24065,5890
20859,24960,18398
30995,25572,22057
20825,22908,4650
23314,24460,1237
16622,16052,16748
20789,17099,30035
6635,6165,14166
6399,30049,27283
23426,9990,23616
16516,24065,1174
19885,21998,10990
26700,6165,13679
18526,30309,18822
27979,24344,15545
24960,17957,74
27198,16226,26234
10200,11042,26102
24960,7406,17694
14203,30305,20901
1428,25883,10165
2956,4722,5737
26979,19018,14676
26570,21915,21114
28063,12075,8340
9895,6531,24348
22867,16778,13562
20284,21967,3339
6061,8845,13632
11055,13679,30338
6753,30595,27347
27088,26114,9916
27088,30366,23148
4397,9990,30008
2603,14679,25512
23232,6634,13556
30170,779,28131
18000,22946,19855
21665,6753,1649
13965,5639,6221
30031,25883,17133
29344,6753,25571
24082,19018,6167
14055,16606,6701
371,6399,2827
17182,22724,16323
31400,6399,19722
19010,6958,26979
5651,20430,12113
28603,24065,4189
5882,24065,7869
7470,26282,4802
2001,9990,27933
24056,19850,11267
10048,17408,13177
16226,779,267
6399,11338,6025
13679,25726,13461
5284,22679,14308
306,970,24295
2324,27041,18985
4274,6165,25001
4189,22882,28785
12502,9990,30593
24082,10946,9194
2082,9990,16676
2801,6215,30305
29762,7870,4716
9082,24065,24359
17500,26480,8656
16918,14580,27394
24960,22213,22003
20789,5774,23597
9141,4916,17135
23519,16676,20171
27343,25001,21751
20579,28972,22772
24736,25630,7042
18228,9990,24115
25001,672,23663
19010,2861,30375
15874,22908,24573
16918,2093,3828
23018,23232,20107
23232,8983,16966
26282,6165,31167
29655,21047,13766
16918,1428,27171
13451,11042,22329
17295,12723,30031
30049,5639,8554
19010,24460,9539
9258,6208,10430
5651,10135,22828
13345,8321,16534
31510,20735,20036
24312,24892,29847
4242,12428,1919
19010,27088,19237
27041,25391,28946
17295,22148,18130
22148,13727,2622
5822,21967,2798
29655,31400,3929
9679,9990,16713
21967,9541,20324
28354,6061,19504
2595,18138,23217
16981,4040,7504
13177,4189,28590
23582,22148,16992
23232,13944,31632
14702,25883,24601
18280,17616,10254
19850,11338,28591
17442,20190,4116
23489,8698,3289
27198,22882,13031
320,24082,21998
29762,31572,5830
4490,20793,13048
23582,23582,3761
1174,14679,5819
18398,4722,1314
1428,19018,26644
5882,24460,4231
5651,11084,28083
15037,24065,24605
27811,17408,29833
26632,18448,22275
29477,8321,29103
11387,6399,27569
24960,27569,12607
26632,10135,3151
13100,11514,3871
9865,24736,19730
19850,26114,24904
14679,10412,31013
25892,17962,5421
23824,24065,30954
29985,8845,14974
23597,16778,11395
5651,13948,24920
4883,2801,8170
2324,25430,25456
27547,19885,800
25892,24065,25397
10828,4722,10700
16008,9990,27647
12321,16622,27495
5651,12113,28659
9141,25883,21944
16875,24065,23243
26510,18301,10992
8477,14066,10
130,23426,2820
17962,16226,7997
13119,19018,26437
13810,27088,31442
9141,31400,4668
12009,22882,5282
6399,31199,11497
26632,27933,1209
4040,6215,7846
30031,5711,30906
5651,31372,4873
23763,14679,9998
13810,9022,21028
12321,30170,6121
27257,4916,10237
15911,1375,13780
3339,25512,25601
5555,2756,14266
21665,5774,910
15483,10103,5455
12492,12492,14417
27088,18389,18682
14524,16875,8635
17295,13965,27433
24960,17442,6453
17295,14721,26323
27198,3882,22028
22552,9990,7489
3417,22003,904
30170,26979,10766
6399,7141,28816
26401,26979,11905
19850,19018,23873
12976,16918,28383
23947,9990,16950
19010,22148,20245
6399,8103,4224
19010,13727,8390
4716,12552,15729
5651,24499,2854
29333,26979,23525
31400,30049,19544
24065,21998,12945
6399,31442,11888
13865,21548,4339
25001,27569,31187
20789,19885,1080
24736,16226,19145
14097,22148,3153
19010,19909,28339
12723,20162,15422
16516,24082,13917
16586,16481,10435
19722,26234,13106
13345,16676,23615
2324,7523,19516
4916,19850,22591
27257,26644,19838
18448,4722,31740
9541,8698,7880
10246,13679,26035
20864,19010,2793
27257,31464,19843
12945,14702,17890
24960,30049,5849
15662,18301,5422
27257,718,12306
30031,19850,19134
31400,23807,27132
30595,21998,7214
7127,10048,3613
9165,10412,28099
28002,30995,4343
21500,19850,29496
21219,24573,30321
2801,18421,2009
24065,17952,16753
23582,16981,31324
2218,9990,3120
30170,4274,19609
20859,4722,21130
3883,30008,11420
20152,21967,15299
320,24892,10785
23216,19018,26961
28129,19850,6302
14409,24361,15767
7768,26035,12226
20339,23660,1068
6399,16875,599
1191,6399,15899
24082,19850,20001
10391,21998,24499
23844,27088,611
6025,22908,2276
27343,19018,11393
9593,27104,17567
320,31400,7199
17295,13917,29291
26674,11652,8343
6399,23411,19279
31400,6165,29582
16981,31324,4169
27041,3882,18291
14679,21998,6954
5639,15184,8105
8477,17408,9266
4916,6165,1679
24082,870,7141
23844,23844,2582
5422,4722,17891
1174,1174,4858
27847,24082,13135
22882,1889,5904
26890,22213,18431
27405,29344,18203
6753,3023,16975
23216,10391,18917
2793,22057,11491
25001,13944,20336
24960,9625,7733
5651,25001,24312
5784,24065,20190
26310,21219,22002
14002,18876,14086
20001,20001,18879
24082,23616,20430
13679,13679,25360
22882,7880,4789
8477,19722,6972
6399,22040,29976
18985,20001,7277
13345,14660,13608
4858,27557,8847
24960,9541,1057
29336,19010,27206
5651,23616,11543
5882,7305,8465
27041,21967,2523
23216,17952,12583
30758,3036,21842
558,27198,26136
5774,25883,2307
626,23232,16578
24960,779,10539
9258,23232,46
30008,17952,23928
16875,27903,12404
11385,11707,11793
11055,24960,26254
2793,5849,23293
21967,22882,2652
16622,4274,8001
23232,18346,2271
1080,16226,2566
23660,9990,25347
11900,18448,7069
2703,19018,4683
6208,22882,25198
4189,6954,23486
29342,3608,10510
8376,27088,14850
23411,1428,19417
1057,24573,27183
9258,30008,761
16875,27461,24630
4858,18876,5559
1428,7880,2946
12335,6621,25182
24713,25391,2650
16578,24736,8177
23216,703,18552
11055,19018,9903
14166,13031,4617
10296,19412,21896
5651,5784,29427
5774,24499,16251
23232,5849,12616
9172,13632,27475
26961,26647,30766
5822,22908,27966
16981,20342,22396
13810,9903,14726
3264,9903,17177
23519,25001,8437
6578,6165,22328
23216,21529,189
16578,18876,480
15239,8698,18734
21918,6531,10808
27461,30375,28752
29333,24082,17538
6399,3151,7998
19010,6753,5878
25726,27461,30007
24082,22654,1897
11514,27343,28017
6753,4722,22443
6753,26979,4644
626,8656,25886
1740,779,23175
13679,26480,7987
2793,19010,13334
14676,9900,9607
21609,23232,17076
2801,14679,28617
6531,8656,27941
2550,14678,10493
6399,9818,2421
10909,25391,18793
17887,24082,14992
26035,25883,31401
21332,14679,15407
28121,4722,11186
23660,23175,29779
29344,2672,12846
18822,18979,1536
31395,18526,26720
22769,22882,985
5651,21609,10718
19010,5052,29898
15415,14679,29448
22148,626,3809
23232,1613,4271
2861,17962,8777
9900,7523,13448
18389,22882,12040
18551,2793,26647
18448,5555,17
13093,18301,14612
23232,17622,17691
11055,31632,29560
16778,13679,14411
16578,25935,2999
16622,10200,12828
27343,19885,17326
23232,16070,7212
912,20001,1009
6841,20800,27795
23660,15424,30777
27903,4274,25094
14702,9990,7014
25013,2803,29290
14676,28438,11601
6531,6531,18251
19895,23232,18853
1613,22882,29281
18526,13028,1957
6399,16557,27197
18504,23947,31357
26549,23616,31523
11042,1428,19852
1209,14055,27346
2652,21746,8191
17962,16918,9857
6294,24268,21963
24960,13632,25980
9550,16303,9067
6399,7891,18988
27198,17507,11152
15184,9990,25835
6165,22882,14164
2372,27343,20832
26364,25740,31471
9381,16226,26330
10048,7504,7634
12616,15051,18067
21967,4397,15881
8851,23824,9643
6899,10909,11344
2644,13557,12672
24460,27569,11403
19885,22882,13734
18876,18876,23314
6399,16277,7530
1857,19850,27643
19010,10391,27753
23713,7870,13264
4789,4789,8931
12335,24499,18658
3809,769,11683
25651,2756,16925
25651,8477,71
25292,19850,30366
26320,22882,20937
15424,21028,27979
9141,30044,24304
25001,19387,10012
287,26092,17333
30595,30590,16452
26979,24295,25161
17408,14974,25336
26323,26323,572
30207,7200,8468
20339,12723,18836
19192,23232,7518
25883,25883,14680
6399,10808,18193
19850,19387,7674
20001,26114,2470
27088,25292,26249
17691,22882,31179
6208,24460,20763
17962,8001,236
19952,25630,22143
24295,7880,27995
19018,9990,4397
5569,23713,9763
30525,10645,16541
15184,25892,6783
19010,15018,13134
1148,22908,26487
16217,13944,20728
16981,7274,433
6399,28347,5447
9511,30031,29729
8701,10542,14599
371,24082,3789
4242,15364,4610
21174,6378,6782
6399,27569,8376
18879,23587,24248
25391,29477,21111
20284,1428,26426
8153,8153,17266
16622,16737,4574
23232,6958,10476
25835,13500,6768
510,21967,3406
22148,19917,18640
4490,28347,778
2324,18876,25266
17000,18876,26221
6783,14680,2467
26480,22396,9165
23314,30595,23028
30995,30995,26875
23232,22103,4528
2793,1325,30441
16578,20859,25606
9141,4802,14859
28816,4722,25110
4040,18734,14016
5710,12335,4969
6399,22213,24007
26632,8535,828
23489,4274,11571
10391,29604,14027
16516,779,27286
2372,306,30946
5651,25013,30555
13345,17408,9865
27198,24019,24298
4722,4199,29567
14676,8698,16831
18734,29397,2498
14027,13944,13151
16981,23216,26154
16787,12828,15390
24960,25883,17285
14679,11338,22293
23519,26674,16723
28438,20793,15979
2093,19387,13352
13093,9990,12780
15979,20001,7491
12404,17622,11432
22769,17442,20708
2533,8845,30755
1015,26979,25146
7054,18734,21952
22908,20901,30336
17442,4397,8505
24665,9990,18550
2793,6399,7768
6531,27104,1792
9141,7846,17833
5878,5878,23749
27088,8049,23609
29513,11543,25490
30008,5422,16450
30049,24082,24221
25430,6165,22059
26549,25198,27126
25292,25292,3010
24499,10736,15826
17833,4722,16965
13031,5978,4025
13031,9022,4593
26532,26979,6489
1191,20001,19848
3406,24643,15372
4490,26282,1800
1209,27933,19808
14066,25883,1933
24761,16831,18580
13937,24065,528
22908,14660,1558
4242,15850,1257
17295,19010,25572
29582,19237,791
25883,779,10948
19010,14384,31552
15659,8698,15235
17295,27495,29104
12945,18682,24403
17295,30031,19308
6215,31572,14708
24312,8321,7291
30031,14066,26164
9728,1558,30657
16981,29295,4766
26632,23660,8059
23910,9990,3078
27933,2219,2478
10828,6208,7050
5774,24221,19305
10397,14679,8078
626,21548,24428
4081,19010,11728
7674,17408,30382
9866,19850,16240
23232,15850,25105
18130,24312,30681
4490,19018,2659
18309,5021,16893
18985,19850,20936
5774,14066,3059
12428,31327,11602
18879,24573,2230
22891,15424,27850
5422,1857,5344
14055,8321,23915
5784,5784,6899
30995,22828,421
6167,25512,30872
1428,29932,17450
13352,16226,18057
480,23153,12729
27495,20001,20786
17691,18301,1948
18640,2372,13093
2793,25391,13561
18160,7558,2010
10718,6215,31057
22733,28129,30309
26136,5639,14649
7212,19850,17420
20162,14492,518
9381,26644,57
24312,4722,25070
19305,4397,21236
23947,19010,23863
28603,13119,21938
10629,8103,20608
2801,20001,20234
17411,22882,9911
19134,6662,12426
9511,26700,22542
13100,20864,15415
480,25883,17193
6208,8505,12275
6215,5784,18135
9022,4722,22195
28946,25572,30738
12780,19850,14489
29513,11338,9985
2793,23232,8119
24609,16450,15399
21219,22116,30444
4612,779,28854
9895,12780,10406
25702,664,8219
16578,22882,10290
17295,10785,8691
24312,2097,4902
25698,20190,16493
6399,1740,1005
19469,24065,24060
27104,8103,21545
27405,23232,30065
11087,6165,9207
15899,14679,16223
12502,6165,17101
19323,19323,15624
23216,1428,5272
14679,14953,12247
7768,20721,1495
2523,23915,31448
14055,27104,6624
6958,21219,17687
20430,13031,1404
6399,9270,28103
232,232,15496
8477,19279,20902
23648,7146,17941
1174,17962,16415
20245,9990,18205
10493,24065,20077
2093,14680,28811
7141,1857,13875
22028,22028,17831
27286,19018,18740
24960,28187,3523
2324,6832,24498
16981,21926,3880
3417,8153,3498
29281,6165,23086
2801,25391,30362
10629,8845,24178
21665,21219,15555
21918,4397,15435
13043,528,22462
2793,27569,10762
23232,4873,28232
24775,17126,8158
6073,18301,23057
2793,14679,14505
19757,19757,31640
8477,10804,10848
22148,19018,14135
11055,17295,8539
21724,10391,23653
19722,27847,31132
21720,6165,9866
23104,27104,15872
17431,22908,22768
9141,13632,14046
6399,13472,19340
25001,8321,17280
19757,8321,4042
30441,4916,10672
25391,27569,3727
25980,24082,15043
30595,20001,26712
1174,25391,22348
5890,13810,15074
30681,13031,5766
31510,23660,10860
21043,8845,14022
26035,22908,6225
24920,9990,5184
1720,3417,16700
7768,7718,23483
1612,25892,30944
6531,22057,814
6399,25430,3111
18879,7523,27210
27966,5849,27342
14683,21165,3675
25740,25001,29986
6399,5639,11409
5822,24573,22494
23104,13093,26559
15421,19018,3621
16981,12321,24070
22891,22891,18269
16516,22591,16011
13948,6165,15180
10828,22591,7010
5651,5904,8127
13134,7332,11506
22882,382,8022
2300,19850,188
4789,25198,7854
21720,19010,15935
30008,29898,19558
13134,23863,29414
17941,1495,7824
15766,25227,30529
5822,6165,9191
16373,4789,25556
26035,4722,7999
16482,26426,10868
17295,31442,14678
16052,28383,18108
13995,18301,23348
2793,10048,17066
8477,30162,22883
22321,1805,928
10048,13093,25936
16749,19917,486
29655,16893,12036
23348,16226,16824
5651,23648,7252
4025,9550,14641
3809,30781,19024
25980,19387,30984
22908,26310,9818
26234,18301,18742
11387,19323,28139
16778,8698,112
2065,23148,21388
2827,25001,28769
2800,21377,24734
28354,7489,4874
22148,6061,31517
17431,17442,10217
10048,30622,17811
28335,8698,21793
4071,8321,7687
15662,9990,18063
2756,10391,8690
20966,9115,16266
18431,29477,14449
12925,8595,11494
19279,6399,7830
9141,18398,18952
27568,4722,23709
24499,13687,20466
19305,19850,13186
18479,19740,6723
16578,25198,5218
10048,5784,20586
2034,4274,20342
24312,16226,27909
21967,9191,3258
24312,8437,6096
30049,14002,25920
21022,18301,8058
28438,17442,15655
20864,14679,12418
19010,13810,9467
13679,10178,10404
112,26632,12889
23232,28591,15978
11405,11405,1767
21595,19387,28034
8443,26904,25375
11900,7523,23382
27257,19855,15059
10048,17962,7470
11652,14066,4266
31395,19018,6841
28889,18301,30975
10808,1428,4839
27543,15342,11193
6165,10391,52
10048,16052,9679
12552,24065,390
17295,19305,24802
23863,26876,3411
21967,6531,7718
29344,24065,19327
25391,22293,7128
8477,10629,23396
23232,6981,18046
17295,17076,26050
30035,21586,30201
2793,19850,1260
1080,7607,2007
13865,17295,16146
23348,26632,9222
23609,25883,24595
19010,10848,10466
20339,7523,4622
9381,24221,14191
2793,10629,7831
16516,3078,26751
28438,6531,24341
2703,21219,21749
7674,27088,9277
3883,10048,28839
20612,14680,29109
13810,28107,5978
20001,21998,3914
10246,9990,16116
7200,1428,18341
14702,27461,14971
2798,8931,10447
17295,30065,14137
26401,19850,23786
4789,7523,10545
2946,5164,12086
7846,24082,9945
18682,18448,29550
6208,20001,21858
28889,18448,18723
12616,14166,1926
16950,26193,23075
11055,1428,12861
18726,24065,11200
1191,4242,22993
23348,22882,22513
13865,10391,2586
9900,24056,21229
16226,24268,11220
10048,6958,3193
25184,8698,29219
30049,13810,28835
7768,3896,28767
22552,2756,17461
18046,29344,19613
13948,7880,26587
5651,9172,3712
19010,26674,20999
24361,6165,31268
1174,9990,12468
26979,31442,27908
25198,25198,17883
26632,13561,2348
3377,4722,24667
2793,5422,19492
23232,3368,26540
5651,26068,9270
14679,1584,9691
24428,23863,24872
12659,30995,11696
24960,22059,2858
27293,30688,22808
28034,3193,4819
6165,25883,18692
6753,5979,16491
11696,18301,16157
22733,18410,10460
19064,2618,7376
9945,9022,10204
17367,15493,20288
26674,25391,2598
23122,7141,20654
4274,16070,18072
6399,24574,664
25740,6061,26350
7768,20107,3294
31510,24221,18669
1720,16516,1554
1325,2742,26122
6399,18683,16364
19473,19917,18070
29344,9900,13454
25430,15850,1886
7221,18291,12854
9512,16226,31682
10200,24736,31750
30207,24082,14097
16223,17133,21002
12335,24065,21699
13334,19885,26606
17193,14679,14152
27088,22213,3099
13632,7796,3614
25980,10048,10839
26875,18301,8748
1325,30207,29472
15184,25391,4081
16622,9728,3529
2523,9945,25455
25892,24268,5317
16950,16950,340
4242,13031,9509
2793,14055,3019
21219,1428,18938
18448,20001,21681
130,25198,6451
30207,14679,18513
320,18879,21617
5639,18301,989
21548,24065,23807
9903,19885,8450
21008,5274,9861
1933,17139,17503
24960,14580,28251
19010,23609,20906
14027,2421,22062
1080,13257,24344
26193,23153,5226
7674,7200,3865
26591,6399,19260
2652,20001,8804
24960,28423,19356
25980,20793,22038
9381,25430,17582
20724,27104,1582
6753,24065,15322
10391,5849,26306
23232,7687,27392
24082,23982,10929
5651,17616,30445
5226,19917,31043
9141,23660,11081
11405,20284,25697
14027,9903,27140
31400,25883,172
2858,29333,18809
14680,18876,25753
10412,14660,20221
18526,7200,2155
28849,16307,3784
28617,5354,11599
3496,22882,12896
11476,22908,3063
9165,10540,11707
7743,24630,30525
6399,28857,4257
30384,19446,23839
16226,27104,17315
1495,13134,11747
25198,31464,20475
27041,27041,5771
626,3339,10016
18876,779,11289
10629,26876,22851
14097,27903,11689
2523,26674,18210
30049,13679,29899
25198,10391,7758
6832,22148,22564
13134,8321,29957
25892,27569,29562
2582,18879,24843
28849,5774,20678
23947,17295,18726
8656,31581,7832
25430,25001,12507
2801,16226,14439
27558,26632,8366
19010,12896,18495
9945,14679,29896
6165,21998,4000
5711,20311,26663
24344,18876,4543
24877,5282,1182
19340,9715,1275
11289,9990,24925
13632,8845,17716
17442,18135,25668
5651,26800,8336
18640,22148,4715
5555,1428,11826
19010,18228,29620
27467,20654,30271
4916,26979,19196
10296,26426,9090
2793,20569,8304
19138,6399,26982
3063,28816,10974
8691,11346,5089
2793,20800,6491
17408,26979,23837
10946,18301,31433
6399,10646,1208
27557,1770,19098
10165,1558,23106
24312,18135,20029
23314,13461,3277
5672,9134,18995
30896,4722,9874
12616,14027,9629
28849,13603,8230
1260,26310,25596
30049,6215,21746
